client,vendor_id,vendor_name,vendor_type,status,email,contact_name,all_emails,website,additional_notes,address,city,region,country,postal_code,documents_count,non_responsive_since,last_request_sent,external_codes,created_at,updated_at,sync_date
"Block Real Estate Services, LLC",69fded2162446148bd84919b,"SRS Commercial AVL, LLC (fka Stark Raving Solutions, LLC)",Party,active,accounting@starkravingsolutions.com,,accounting@starkravingsolutions.com,,,"10413 West 84th Terrace, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd84919e,SRS Distribution Inc,Party,active,SRS.PS@cbre.com,,SRS.PS@cbre.com,,,"801 South 7th Street, Kansas City, Kansas, 66103",Kansas City,Kansas,United States,66103,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491a1,"Spirit Haven / SSB, LLC",Party,active,ssbllc24@gmail.com,,ssbllc24@gmail.com,,,"1618 South Highway 7, Blue Springs, Missouri, 64014",Blue Springs,Missouri,United States,64014,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491a4,"Midwest Office Technology / STA-MOT-KS, LLC",Party,active,ap@summitaffiliates.com,,ap@summitaffiliates.com; lpower@cpcinsurance.com,,,"6294 Northeast 14th Street, Des Moines, Iowa, 50313",Des Moines,Iowa,United States,50313,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491a7,"Staples, Inc.",Party,active,amy.allegretta@staples.com,,amy.allegretta@staples.com; certificates@willis.com; CSUChicago@hubinternational.com,,,"500 Staples Drive, Framingham, Massachusetts, 01702",Framingham,Massachusetts,United States,01702,1,,,,2026-05-08,2026-06-01,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491aa,Star Beauty,Party,active,info@shopstarbeauty.com,,info@shopstarbeauty.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491ad,Starbucks #2436,Party,active,financialleaseadmi@starbucks.com,,financialleaseadmi@starbucks.com,,,"Seattle, Washington",Seattle,Washington,United States,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491b0,Starbucks Corporation #9654,Party,active,FinancialLeaseAdmi@Starbucks.com,,FinancialLeaseAdmi@Starbucks.com,,,"Seattle, Washington",Seattle,Washington,United States,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491b3,Starbucks Corporation,Party,active,financialleaseadmi@starbucks.com,,financialleaseadmi@starbucks.com,,,"Seattle, Washington",Seattle,Washington,United States,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491b6,Creative Nails / Steven Lam & Bang Nguyen,Party,active,hungnguyen00764@yahoo.com,,hungnguyen00764@yahoo.com,,,"1034 Northwest Willow Drive, Grain Valley, Missouri, 64029",Grain Valley,Missouri,United States,64029,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491b9,Stifel Nicolaus & Company Inc,Party,active,AccountingLeaseAdmin@stifel.com,,AccountingLeaseAdmin@stifel.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491bc,Stratus Surfaces LLC,Party,active,Payables@StratusSurfaces.com,,Payables@StratusSurfaces.com; Jolynne.denny@hubinternational.com,,,"17343 College Boulevard, Lenexa, Kansas, 66219",Lenexa,Kansas,United States,66219,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491bf,Studio Local LLC,Party,active,bclark@thestudiolocal.com,,bclark@thestudiolocal.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491c2,"Style Crest, Inc. (fka Durham Supply, Inc.)",Party,active,ap.department@stylecrest.net,,ap.department@stylecrest.net,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491c5,Subway #41462,Party,active,cwskinner@team-rci.com,,cwskinner@team-rci.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491c8,"Subway Real Estate, LLC",Party,active,brooks.t.derrick@gmail.com,,brooks.t.derrick@gmail.com,,,"1802 Northeast Parvin Road, Kansas City, Missouri, 64116",Kansas City,Missouri,United States,64116,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491cb,Summit Heating & Cooling LLC,Party,active,brendan@summithckc.com,,brendan@summithckc.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2162446148bd8491ce,"UDP (Unisource Document Products)/ Datamax / Sumner Group, Inc.",Party,active,ap@sumnerone.com,,ap@sumnerone.com; Shelley.Thompson@MarshMMA.com; shelley.thompson@marshmma.com,,,"6717 Waldemar Avenue, St. Louis, Missouri, 63139",St. Louis,Missouri,United States,63139,0,,,,2026-05-08,2026-05-31,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491d1,Sunbelt Rentals Inc,Party,active,theresa.white@sunbeltrentals.com,,theresa.white@sunbeltrentals.com,,,"2341 Deerfield Drive, Fort Mill, South Carolina, 29715",Fort Mill,South Carolina,United States,29715,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491d4,"Sunflower Food Company / Sunflower Hills, Inc.",Party,active,lauren@sunflowerfoodcompany.com,,lauren@sunflowerfoodcompany.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491d7,Superior Products Int. II,Party,active,julipritchett@spicoatings.com,,julipritchett@spicoatings.com; karen.lore@reillyinsurance.com,,,"10835 West 78th Street, Shawnee, Kansas, 66214",Shawnee,Kansas,United States,66214,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491da,Southwestern Bell Telephone Company - IT Room,Party,active,sn2296@att.com,,sn2296@att.com,,,"AT&T Way, Bedminster, New Jersey, 07921",Bedminster,New Jersey,United States,07921,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491dd,Tallgrass Energy / Tallgrass MLP,Party,active,thomas.johnson@tallgrass.com,,thomas.johnson@tallgrass.com,,,"4200 West 115th Street, Leawood, Kansas, 66211",Leawood,Kansas,United States,66211,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491e0,TeamSmile Inc,Party,active,kami@teamsmile.org,,kami@teamsmile.org; jessie.bullock@reillyinsurance.com,,,"422 Northwest Business Park Lane, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,2,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491e3,Tech Electronics of Kansas,Party,active,,,patti.monteith@marshmma.com,,,,,,,,2,,,,2026-05-08,2026-05-29,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491e6,Telamon Technologies Corporation,Party,active,accountspayable@telamon.com,,accountspayable@telamon.com; dwesselman@gregoryappel.com; cadams@gregoryappel.com,,,"1000 East 116th Street, Carmel, Indiana, 46032",Carmel,Indiana,United States,46032,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491e9,Temp-Con,Party,active,AP@tempcon.net,,AP@tempcon.net; CLIENTCONTACTCENTER@FEDINS.COM,,,"15670 South Keeler Street, Olathe, Kansas, 66062",Olathe,Kansas,United States,66062,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491ec,Tesla Inc,Party,active,superchargerhost@tesla.com,,superchargerhost@tesla.com,,,"3500 Deer Creek Road, Palo Alto, California, 94304",Palo Alto,California,United States,94304,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491ef,Test & Measurement Inc,Party,active,bill.embry@testandmeasurement.biz,,bill.embry@testandmeasurement.biz; HUB-KC.Certificates@HUBInternational.com,,,"7931 Bond Street, Overland Park, Kansas, 66214",Overland Park,Kansas,United States,66214,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491f2,"NetSmart Technologies, Inc (sublease from TEVA Pharmaceutical USA, Inc.)",Party,active,TEVALeaseAdminNAM@am.jll.com,,TEVALeaseAdminNAM@am.jll.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491f5,"Assist RX (sublease from TEVA Pharmaceutical USA, Inc.)",Party,active,Sejal.Sonani@tevapharm.com,,Sejal.Sonani@tevapharm.com; Terry.Wilson@cacgroup.com,,,"11100 Nall Avenue, Overland Park, Kansas, 66211",Overland Park,Kansas,United States,66211,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491fb,Thai Chili Cuisine,Party,active,niels.benberg@gmail.com,,niels.benberg@gmail.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd8491fe,The American National Red Cross,Party,active,Real.Estate@redcross.org,,Real.Estate@redcross.org,,,"9450 Southwest Gemini Drive, Beaverton, Oregon, 97008",Beaverton,Oregon,United States,97008,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd849201,The CapFinancial Group LLC,Party,active,FACILITIES@CAPTRUSTAQDVISORS.COM,,FACILITIES@CAPTRUSTAQDVISORS.COM,,,"4208 Six Forks Road, Raleigh, North Carolina, 27609",Raleigh,North Carolina,United States,27609,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd849204,CATO / The Cato Corporation,Party,active,cgils@catocorp.com,,cgils@catocorp.com,,,"Charlotte, North Carolina",Charlotte,North Carolina,United States,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd849207,"Rogers Labs (fka P&C Next) / The Compatibility Center, LLC",Party,active,Patrick.powell@rogerslabs.com,,Patrick.powell@rogerslabs.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd84920a,The Hairem of Olathe LLC,Party,active,mbjorgo@icloud.com,,mbjorgo@icloud.com,,,"12805 South Mur-Len Road, Olathe, Kansas, 66062",Olathe,Kansas,United States,66062,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd84920d,The Missouri Gaming Company,Party,active,kenneth.george@pennentertainment.com,,kenneth.george@pennentertainment.com; jspencer@connerstrong.com,,,"777 Northwest Argosy Casino Parkway, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd849210,The Peavey Corporation,Party,active,ap@peaveycorp.com,,ap@peaveycorp.com; janet_hicks@ajg.com; ADP.COI.Center@Aon.com; Mary_Richardson@ajg.com,,,"11042 Strang Line Road, Lenexa, Kansas, 66215",Lenexa,Kansas,United States,66215,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd849213,The Sunderland Foundation,Party,active,sjames@sunderland.org,,sjames@sunderland.org,,,"5700 West 112th Street, Overland Park, Kansas, 66211",Overland Park,Kansas,United States,66211,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd849216,The Waldinger Corporation,Party,active,apinvoiceskc@waldinger.com,,apinvoiceskc@waldinger.com,,,"1800 Levee Road, North Kansas City, Missouri, 64116",North Kansas City,Missouri,United States,64116,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd849219,"Theodore Habiger and Rm 39 Midtown, LLC",Party,active,ted@rm39.com,,ted@rm39.com,,,"932 West 32 Street, Kansas City, Missouri, 64111",Kansas City,Missouri,United States,64111,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd84921c,"TK Elevator (TKE) / thyssenkrupp Real Estate North America, LLC",Party,active,tkleaseadmin@cushwake.com,,tkleaseadmin@cushwake.com,,,"210 Sixth Avenue, Pittsburgh, Pennsylvania, 15222",Pittsburgh,Pennsylvania,United States,15222,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd84921f,"THA Hydraulics / China Lifts - Tingheng, Inc.",Party,active,ben@thahydraulics.com,,ben@thahydraulics.com,,,"8406 Northwest 107th Terrace, Kansas City, Missouri, 64153",Kansas City,Missouri,United States,64153,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd849222,Titan Built LLC,Party,active,skaufman@titanbuilt.com,,skaufman@titanbuilt.com; kcasu@lockton.com,,,,,,,,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2262446148bd849225,"T-Mobile USA, Inc. (fka Sprint CMC / Sprint United Management Company)",Party,active,llstatements@t-mobile.com,,llstatements@t-mobile.com,,,,,,,,2,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849228,Tool Source Warehouse Inc,Party,active,ap@tswfast.com,,ap@tswfast.com,,,"2000 Mountain Industrial Boulevard, Tucker, Georgia, 30084",Tucker,Georgia,United States,30084,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd84922e,Torgeson Electric Company,Party,active,tecap@torgesonelectric.com,,tecap@torgesonelectric.com,,,"3545 Southwest 6th Avenue, Topeka, Kansas, 66606",Topeka,Kansas,United States,66606,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849231,"Johnson County Davita / Total Renal Care, Inc.",Party,active,RentDepartment@davita.com,,RentDepartment@davita.com,,,"951 16th Street Mall, Denver, Colorado, 80202",Denver,Colorado,United States,80202,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849234,"Total Renal Care, Inc.",Party,active,rentdepartment@davita.com,,rentdepartment@davita.com,,,"Columbus, Ohio",Columbus,Ohio,United States,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849237,Transtar Industries LLC,Party,active,payables@transtar1.com,,payables@transtar1.com,,,"7350 Young Drive, Walton Hills, Ohio, 44146",Walton Hills,Ohio,United States,44146,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd84923a,Trinity Property Management LLC,Party,active,office@trinitypropertymgmt.co,,office@trinitypropertymgmt.co,,,"8371 Melrose Drive, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd84923d,"Liquor Houzz / Trivedi and Riaz, Inc.",Party,active,liquorhouzz@gmail.com,,liquorhouzz@gmail.com; Select@bukatyagency.com,,,"15542 Valley View Drive, Overland Park, Kansas, 66223",Overland Park,Kansas,United States,66223,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849240,True Blue Plumbing LLC,Party,active,trueblueplumbing18@gmail.com,,trueblueplumbing18@gmail.com,,,"19310 Quinn Road, Trimble, Missouri, 64492",Trimble,Missouri,United States,64492,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849243,"University Health WIC / Truman Medical Center, Inc.",Party,active,Rachelle.Allwood@uhkc.org,,Rachelle.Allwood@uhkc.org,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849246,Turn5 Inc,Party,active,operating@turn5.com,,operating@turn5.com; info@simkiss.com; Kristine.Davies@aleragroup.com,,,"17790 College Boulevard, Lenexa, Kansas, 66219",Lenexa,Kansas,United States,66219,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849249,Twentyseven Global LLC,Party,active,steve.roatch@27global.com,,steve.roatch@27global.com; express@ahtins.com; info@brushkc.com,,,"4001 West 114th Street, Leawood, Kansas, 66211",Leawood,Kansas,United States,66211,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd84924c,"Once Upon A Smile / UB Dental, LLC",Party,active,manager@ouas32.com,,manager@ouas32.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd84924f,UBS Financial Services Inc,Party,active,ubsleaseadmin@ubs.com,,ubsleaseadmin@ubs.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849252,UMB Bank N.A.,Party,active,FacilityManangementInvoices@umb.com,,FacilityManangementInvoices@umb.com,,,"4200 West 115th Street, Leawood, Kansas, 66211",Leawood,Kansas,United States,66211,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849255,Unified Door & Hardware Group LLC,Party,active,ksinvoices@udhgroup.com,,ksinvoices@udhgroup.com,,,"2520 Red Hill Avenue, Santa Ana, California, 92705",Santa Ana,California,United States,92705,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849258,Union Bank & Trust Co.,Party,active,UBT_Invoice@concursolutions.com,,UBT_Invoice@concursolutions.com; mpendleton@blockllc.com; mspieker@unicogroup.com,,,"4243 Pioneer Woods Drive, Lincoln, Nebraska, 68506",Lincoln,Nebraska,United States,68506,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd84925e,"Triton Stone Group/Triton Stone of Kansas City / Unique Stone Concepts, LLC",Party,active,jkrebs@tritonstone.com,,jkrebs@tritonstone.com,,,"6120 Jefferson Highway, New Orleans, Louisiana, 70123",New Orleans,Louisiana,United States,70123,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849261,Unistrut Corporation,Party,active,mross@atkore.com,,mross@atkore.com,,,"2171 Executive Drive, Addison, Illinois, 60101",Addison,Illinois,United States,60101,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849264,"United Access of KC, LLC",Party,active,ap@unitedaccess.com,,ap@unitedaccess.com,,,"9389 Natural Bridge Road, Berkeley, Missouri, 63134",Berkeley,Missouri,United States,63134,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849267,"Planet Fitness / United PF JLM, LLC",Party,active,jrhives@unitedfp.com,,jrhives@unitedfp.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd84926a,United Refrigeration Inc,Party,active,aprimerano@uri.com,,aprimerano@uri.com; Joseph.Ruggiano@assuredpartners.com,,,"11401 Roosevelt Boulevard, Philadelphia, Pennsylvania, 19154",Philadelphia,Pennsylvania,United States,19154,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd84926d,University of Kansas Hospital Authority,Party,active,ginny.maschinot@cushwake.com,,ginny.maschinot@cushwake.com,,,"201 East 4th Street, Cincinnati, Ohio, 45202",Cincinnati,Ohio,United States,45202,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849270,"KCBR DESIGN/REMODEL / Unlimited Contracting, LLC",Party,active,teresa@remodelkc.com,,teresa@remodelkc.com,,,"8317 Melrose Drive, Overland Park, Kansas, 66214",Overland Park,Kansas,United States,66214,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849273,Unopenedpackman Sportscards and Collectibles LLC,Party,active,unopenedpackman@gmail.com,,unopenedpackman@gmail.com,,,"12755 South Mur-Len Road, Olathe, Kansas, 66062",Olathe,Kansas,United States,66062,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849276,Unum Life Insurance Company of America & Colonial Life Insurance,Party,active,unum.NAMLA@jll.com,,unum.NAMLA@jll.com; certificates@willis.com,,,"260 Forbes Avenue, Pittsburgh, Pennsylvania, 15222",Pittsburgh,Pennsylvania,United States,15222,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2362446148bd849279,"Vakok Asian Market, LLC",Party,active,estherthidaaye33@gmail.com,,estherthidaaye33@gmail.com,,,"2124 North 83rd Street, Kansas City, Kansas, 66109",Kansas City,Kansas,United States,66109,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd84927c,"Vape Time / AVRWL, LLC (fka Aqueous Vapor)",Party,active,ahmadwazma@yahoo.com,,ahmadwazma@yahoo.com,,,"5940 Leavenworth Road, Kansas City, Kansas, 66104",Kansas City,Kansas,United States,66104,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd84927f,Var City Maintenance LLC,Party,active,accounting@abmaintenance.com,,accounting@abmaintenance.com,,,"8255 Melrose Drive, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd849282,Verizon / Cellular Sales,Party,active,rgrgbills@gmail.com,,rgrgbills@gmail.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd849288,Victor Caballero,Party,active,victor322@live.com,,victor322@live.com,,,"1701 West 39th Street, Kansas City, Missouri, 64111",Kansas City,Missouri,United States,64111,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd84928b,Vintage Stock,Party,active,accountspayable@vintagestock.com,,accountspayable@vintagestock.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd84928e,Vintegrity Kansas LLC,Party,active,amadden@vintegritywine.com,,amadden@vintegritywine.com; bgamso@bpminsurance.com; dtomlin@bpminsurance.com,,,"8059 Flint Street, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd849291,"Vision Savage Media, LLC",Party,active,mike@vsm-global.com,,mike@vsm-global.com,,,"5424 Northwest Walden Drive, Kansas City, Missouri, 64151",Kansas City,Missouri,United States,64151,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd849294,Vitas Healthcare Corporation Midwest,Party,active,rent@vitas.com,,rent@vitas.com,,,"3046 Corporate Way, Miramar, Florida, 33025",Miramar,Florida,United States,33025,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd849297,Vortex Industries LLC,Party,active,generalap@vortexdoors.com,,generalap@vortexdoors.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd84929a,"VRC Companies, LLC (fka T2 Holdings, LLC/Redishred Kansas, Inc. dba Proshred Security)",Party,active,bvickers@vitalshred.com,,bvickers@vitalshred.com,,,"3052 South 24th Street, Kansas City, Kansas, 66106",Kansas City,Kansas,United States,66106,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd84929d,"Mike's Liquor / Waldo Spirits, Inc.",Party,active,mikesliquorskc@gmail.com,,mikesliquorskc@gmail.com,,,"8447 Wornall Road, Kansas City, Missouri, 64114",Kansas City,Missouri,United States,64114,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492a3,Warners Stellian Co Inc,Party,active,cgullickson@warnersstellian.com,,cgullickson@warnersstellian.com,,,"550 Atwater Circle, Saint Paul, Minnesota, 55103",Saint Paul,Minnesota,United States,55103,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492a6,Wayfair LLC,Party,active,leaseadministration@wayfair.com,,leaseadministration@wayfair.com,,,"10804 Strang Line Road, Lenexa, Kansas, 66215",Lenexa,Kansas,United States,66215,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492a9,"Advena Living /Cornerstone Group Holdings, Inc. (sublease of Midlands Independent Review Board, LLC / WCG IRB, Inc.)",Party,active,wcgap@wcgclinical.com,,wcgap@wcgclinical.com,,,"5000 Centregreen Way, Cary, North Carolina, 27513",Cary,North Carolina,United States,27513,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492ac,WellSky Corporation,Party,active,accountspayable@wellsky.com,,accountspayable@wellsky.com,,,"11300 Switzer Road, Overland Park, Kansas, 66212",Overland Park,Kansas,United States,66212,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492af,"Wesco Distribution, Inc",Party,active,Wesco.valo@cresa.com,,Wesco.valo@cresa.com; mickey.wood@stephens.com; Patty.Jordan@hubinternational.com,,,"167 North Green Street, Chicago, Illinois, 60607",Chicago,Illinois,United States,60607,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492b2,West Shore Home LLC,Party,active,realestate@westshorehome.com,,realestate@westshorehome.com; CLIENTCONTACTCENTER@FEDINS.COM,,,"3 Crossgate Drive, Mechanicsburg, Pennsylvania, 17050",Mechanicsburg,Pennsylvania,United States,17050,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492b5,Westlake Hardware 54,Party,active,cbeyer@WestlakeHardware.com,,cbeyer@WestlakeHardware.com; .shbro@acehardware.com,,,,,,,,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492bb,Woodbridge Corporation,Party,active,Sandy_Blasy@woodbridgegroup.com,,Sandy_Blasy@woodbridgegroup.com,,,"555 Northwest Platte Valley Drive, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,2,,,,2026-05-08,2026-05-29,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492be,Workout Anytime,Party,active,jeff.laughman@workoutanytime.com,,jeff.laughman@workoutanytime.com,,,"25949 West 142nd Court, Olathe, Kansas, 66061",Olathe,Kansas,United States,66061,0,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492c1,World Acceptance Corporation,Party,active,scrowe@worldacceptance.com,,scrowe@worldacceptance.com; HUB-KC.Certificates@HUBInternational.com; certificates@MarshMMA.com,,,"104 South Main Street, Greenville, South Carolina, 29601",Greenville,South Carolina,United States,29601,1,,,,2026-05-08,2026-05-28,2026-06-01
"Block Real Estate Services, LLC",69fded2462446148bd8492c4,"Worldpac, Inc.",Party,active,rent@worldpac.com,,rent@worldpac.com,,,"700 Commerce Drive, Oak Brook, Illinois, 60523",Oak Brook,Illinois,United States,60523,0,,,,2026-05-08,2026-05-28,2026-06-01
