client,vendor_id,vendor_name,vendor_type,status,email,contact_name,all_emails,website,additional_notes,address,city,region,country,postal_code,documents_count,non_responsive_since,last_request_sent,external_codes,created_at,updated_at,sync_date
"Block Real Estate Services, LLC",69fded1762446148bd848e89,Inspire Therapy LLC,Party,active,david@inspireaba.com,,david@inspireaba.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1762446148bd848e8c,Iris Corporation,Party,active,cduren@mojoyourfranchise.com,,cduren@mojoyourfranchise.com; mohammed.azaz@gmail.com,,,"15525 Switzer Road, Overland Park, Kansas, 66221",Overland Park,Kansas,United States,66221,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1762446148bd848e8f,Iris Restaurant LLC,Party,active,naonao2256@gmail.com,,naonao2256@gmail.com,,,"12755 South Mur-Len Road, Olathe, Kansas, 66062",Olathe,Kansas,United States,66062,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1762446148bd848e92,Irise Performance,Party,active,,,,,,"4001 Broadway Boulevard, Kansas City, Missouri, 64111",Kansas City,Missouri,United States,64111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848e95,Isaiah Ink LLC,Party,active,dimitriusdavis17@yahoo.com,,dimitriusdavis17@yahoo.com,,,"820 Armour Road, Kansas City, Missouri, 64116",Kansas City,Missouri,United States,64116,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848e98,JACO General Contractor Inc,Party,active,andrea@jacogc.com,,andrea@jacogc.com,,,"8424 Melrose Drive, Overland Park, Kansas, 66214",Overland Park,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848e9b,Jacobson Warehouse Company Inc,Party,active,chena.wilkes@gxo.com,,chena.wilkes@gxo.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848e9e,Janette Brown Insurance Agency,Party,active,janette.tbrown14@farmersagency.com,,janette.tbrown14@farmersagency.com,,,"1436 Southwest Eagles Parkway, Grain Valley, Missouri, 64029",Grain Valley,Missouri,United States,64029,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ea1,Jayci Lynn Stratton,Party,active,jayci.stratton@gmail.com,,jayci.stratton@gmail.com,,,"912 Southwest Shorthorn Drive, Grain Valley, Missouri, 64029",Grain Valley,Missouri,United States,64029,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ea4,JES Business Solutions,Party,active,ksteiniger@idologymg.com,,ksteiniger@idologymg.com,,,"8399 Melrose Drive, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ea7,"JetAlum, LLC",Party,active,invoice@jetalum.com,,invoice@jetalum.com,,,"1414 East 19th Street, Kansas City, Missouri, 64108",Kansas City,Missouri,United States,64108,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848eaa,Jimmy John's,Party,active,Sandra.h@hinzcorp.com,,Sandra.h@hinzcorp.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ead,JLJ Holdings LLC,Party,active,john.nilges@gmail.com,,john.nilges@gmail.com,,,"5924 Northeast Parks View Place, Lee's Summit, Missouri, 64064",Lee's Summit,Missouri,United States,64064,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848eb0,Johnson Controls Fire Protection LP,Party,active,ca.jci@cbre.com,,ca.jci@cbre.com,,,"6055 Primacy Parkway, Memphis, Tennessee, 38119",Memphis,Tennessee,United States,38119,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848eb3,Johnson Granite Supply Inc,Party,active,sally@johnsongranite.com,,sally@johnsongranite.com,,,"400 Northwest Platte Valley Drive, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848eb6,Jonathan Walker and JayQuan Lee'on Roby,Party,active,Jonathanowalkerphotos@gmail.com,,Jonathanowalkerphotos@gmail.com,,,"4513 South Spring Street, Independence, Missouri, 64055",Independence,Missouri,United States,64055,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848eb9,JP Morgan Chase Bank,Party,active,property.administration.GRE@jpmchase.com,,property.administration.GRE@jpmchase.com,,,"1111 Polaris Parkway, Columbus, Ohio, 43240",Columbus,Ohio,United States,43240,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ebc,Juro International Systems Inc,Party,active,jurois@aol.com,,jurois@aol.com,,,"800 West 47th Street, Kansas City, Missouri, 64112",Kansas City,Missouri,United States,64112,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ebf,Kababs,Party,active,syed@wichitachef.com,,syed@wichitachef.com,,,"6715 West Garden Ridge Circle, Wichita, Kansas, 67205",Wichita,Kansas,United States,67205,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ec2,Kansas City Barber Group LLC,Party,active,caezarangel@gmail.com,,caezarangel@gmail.com,,,"1717 West 39th Street, Kansas City, Missouri, 64111",Kansas City,Missouri,United States,64111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ec5,Kansas City Bone & Joint Clinic,Party,active,clynch@kcbj.com,,clynch@kcbj.com,,,"10701 Nall Avenue, Overland Park, Kansas, 66211",Overland Park,Kansas,United States,66211,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ec8,Kansas City Golf Association,Party,active,doug@clgolf.org,,doug@clgolf.org,,,"8330 Melrose Drive, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ecb,"Kansas City Gymnastics, Inc.",Party,active,angela778@gmail.com,,angela778@gmail.com,,,"Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ece,Kansas City Urology Care,Party,active,accountspayable@kcurology.com,,accountspayable@kcurology.com,,,"8551 Bluejacket Street, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ed1,"Kansas City Urology Care, PA",Party,active,accountspayable@kcurology.com,,accountspayable@kcurology.com,,,"8551 Bluejacket Street, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ed4,Kansas City Winair Co,Party,active,avshepherd@winsupply.com,,avshepherd@winsupply.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ed7,Kansas Gas Service,Party,active,rbower@onegas.com,,rbower@onegas.com,,,"Topeka, Kansas, 66601",Topeka,Kansas,United States,66601,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848eda,Kansas Granite Mart,Party,active,christine@kansasgranitemart.com,,christine@kansasgranitemart.com,,,"1223 Macon Street, Kansas City, Missouri, 64116",Kansas City,Missouri,United States,64116,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848edd,Kansas Granite Mart Inc,Party,active,dongranite@hotmail.com,,dongranite@hotmail.com,,,"9831 Lackman Road, Lenexa, Kansas, 66215",Lenexa,Kansas,United States,66215,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1862446148bd848ee0,Kate Smith Soiree LLC,Party,active,jonathan@katesmithsoiree.com,,jonathan@katesmithsoiree.com,,,"7611 Westgate Street, Shawnee, Kansas, 66216",Shawnee,Kansas,United States,66216,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848ee3,Kavar Capital Partners Group LLC,Party,active,stefanie@kavarcapital.com,,stefanie@kavarcapital.com,,,"11460 Tomahawk Creek Parkway, Leawood, Kansas, 66211",Leawood,Kansas,United States,66211,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848ee6,"Kawneer Company, Inc.",Party,active,angela.huey@arconic.com,,angela.huey@arconic.com,,,"555 Guthridge Court Northwest, Peachtree Corners, Georgia, 30092",Peachtree Corners,Georgia,United States,30092,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848ee9,KC Classic Auto LLC,Party,active,contact@kcclassicauto.com,,contact@kcclassicauto.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848eec,KC Cocktail Company LLC,Party,active,hello@kccocktailco.com,,hello@kccocktailco.com,,,"8395 Melrose Drive, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848eef,KC Smashers LLC,Party,active,tysonross@kcsmashers.com,,tysonross@kcsmashers.com,,,"8123 Parallel Parkway, Kansas City, Kansas, 66112",Kansas City,Kansas,United States,66112,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848ef2,KGP Telecommunications LLC,Party,active,kgpapdept@kgpco.com,,kgpapdept@kgpco.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848ef5,Khaos Inc,Party,active,kimberly.hinkly@merrymaids.pro,,kimberly.hinkly@merrymaids.pro,,,"211 Southwest 33rd Street, Topeka, Kansas, 66611",Topeka,Kansas,United States,66611,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848ef8,Kim Medina,Party,active,salonexpose@gmail.com,,salonexpose@gmail.com,,,"10131 Roe Avenue, Overland Park, Kansas, 66207",Overland Park,Kansas,United States,66207,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848efb,Knappco LLC,Party,active,cara.leist@opwglobal.com,,cara.leist@opwglobal.com,,,"9393 Princeton Glendale Road, Hamilton, Ohio, 45011",Hamilton,Ohio,United States,45011,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848efe,Knapstein Design,Party,active,ingrid@knapsteindesign.com,,ingrid@knapsteindesign.com,,,"300 Westport Road, Kansas City, Missouri, 64111",Kansas City,Missouri,United States,64111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f01,"Kruger Technologies, Inc",Party,active,ojkruger@ktionline.com,,ojkruger@ktionline.com,,,"8271 Melrose Drive, Overland Park, Kansas, 66214",Overland Park,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f04,Ku Gynecology and Obstetrical Foundation - unit 200,Party,active,ginny.maschinot@cushwake.com,,ginny.maschinot@cushwake.com,,,"201 East 4th Street, Cincinnati, Ohio, 45202",Cincinnati,Ohio,United States,45202,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f07,Laboratory Corporation of America Holdings,Party,active,kahlk@labcorp.com,,kahlk@labcorp.com,,,"7777 Forest Lane, Dallas, Texas, 75230",Dallas,Texas,United States,75230,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f0a,Landers Visions LLC,Party,active,kristyn@landersvisions.com,,kristyn@landersvisions.com,,,"4114 Northwest Riverside Street, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f0d,Landmarc Environmental Systems LLC,Party,active,aplandmarc@lmenvsys.com,,aplandmarc@lmenvsys.com,,,"424 Northwest Business Park Lane, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f10,Larrys Nursery,Party,active,larrysnursery@gmail.com,,larrysnursery@gmail.com,,,"2501 Northwest Platte Road, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f13,Leaf Home Safety Solutions LLC,Party,active,invoices@leafhomesafetysolutions.com,,invoices@leafhomesafetysolutions.com,,,"1595 Georgetown Road, Hudson, Ohio, 44236",Hudson,Ohio,United States,44236,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f16,LeafFilter North LLC,Party,active,invoices@leaffilter.com,,invoices@leaffilter.com,,,"1595 Georgetown Road, Hudson, Ohio, 44236",Hudson,Ohio,United States,44236,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f19,Legacy Restaurant Group LLC,Party,active,accounting@legacywendys.com,,accounting@legacywendys.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f1c,Lenexa Manufacturing Company LLC,Party,active,amy@lenexamc.com,,amy@lenexamc.com,,,"10854 Strang Line Road, Lenexa, Kansas, 66215",Lenexa,Kansas,United States,66215,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f1f,Leslie's Poolmart Inc,Party,active,leaseadmin@lesl.com,,leaseadmin@lesl.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f22,Life Assist Inc,Party,active,erika.avanova@life-assist.com,,erika.avanova@life-assist.com,,,"11277 Sunrise Park Drive, Rancho Cordova, California, 95742",Rancho Cordova,California,United States,95742,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f25,Lightning Logistics,Party,active,Lightningdsp@gmail.com,,Lightningdsp@gmail.com,,,"608 Northwest Platte Valley Drive, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f28,Lincare Inc,Party,active,kmcgucke@lincare.com,,kmcgucke@lincare.com,,,"19387 US Highway 19 North, Clearwater, Florida, 33764",Clearwater,Florida,United States,33764,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f2b,Lindsay Kupper,Party,active,jujoustyle@gmail.com,,jujoustyle@gmail.com,,,"3408 Holmes Street, Kansas City, Missouri, 64109",Kansas City,Missouri,United States,64109,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f2e,Link Media Omaha LLC,Party,active,ap-omaha@linkmediaoutdoor.com,,ap-omaha@linkmediaoutdoor.com,,,"4725 F Street, Omaha, Nebraska, 68117",Omaha,Nebraska,United States,68117,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1962446148bd848f31,Local Workforce Investment Area III Inc,Party,active,accounting@workforcepartnership.com,,accounting@workforcepartnership.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f34,Long's Shotokan Karate Academy and Martial Arts LLC,Party,active,MtHand@comcast.net,,MtHand@comcast.net,,,"17501 U.S. 40, Steamboat Springs, Colorado, 80487",Steamboat Springs,Colorado,United States,80487,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f37,Loomis Armored Service,Party,active,realestate@us.loomis.com,,realestate@us.loomis.com,,,"2500 CityWest Boulevard, Houston, Texas, 77042",Houston,Texas,United States,77042,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f3a,"Lynk, Inc.",Party,active,jchastain@lynkinc.com,,jchastain@lynkinc.com,,,"8241 Melrose Drive, Overland Park, Kansas, 66214",Overland Park,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f3d,Mactan Asian Market,Party,active,shatto259@aol.com,,shatto259@aol.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f40,Magic Kitchen Inc,Party,active,greg@magickitchen.com,,greg@magickitchen.com,,,"11310 West 80th Street, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f43,Magnum Systems Inc,Party,active,aweil@magnumsystems.com,,aweil@magnumsystems.com,,,"2205 Jothi Avenue, Parsons, Kansas, 67357",Parsons,Kansas,United States,67357,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f46,Magvia Percussion LLC,Party,active,bill@wfliiidrums.com,,bill@wfliiidrums.com,,,"10323 West 84th Terrace, Overland Park, Kansas, 66214",Overland Park,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f49,Mainland Valuation Services,Party,active,,,,,,"340 Lake Shore Drive, Lake Quivira, Kansas, 66217",Lake Quivira,Kansas,United States,66217,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f4c,Mambas Basketball Academy LLC,Party,active,accounting@shoot360kansascity.com,,accounting@shoot360kansascity.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f4f,Manitfest LLC,Party,active,jeremy.wallace@firehousesubs.com,,jeremy.wallace@firehousesubs.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f52,Manna Pro Products LLC,Party,active,companainvoicecapture@concursolutions.com,,companainvoicecapture@concursolutions.com,,,"707 Spirit 40 Park Drive, Chesterfield, Missouri, 63005",Chesterfield,Missouri,United States,63005,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f55,Marcie Inc,Party,active,bistro303@aol.com,,bistro303@aol.com,,,"303 Westport Road, Kansas City, Missouri, 64111",Kansas City,Missouri,United States,64111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f58,Marcon Marketing Concepts Inc,Party,active,Tcallahan@marcon-marketing.com,,Tcallahan@marcon-marketing.com,,,"500 Northwest Platte Valley Drive, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f5b,"Marel, USA",Party,active,US.AP.Inquiries@marel.com,,US.AP.Inquiries@marel.com,,,"1024 Airport Parkway, Gainesville, Georgia, 30501",Gainesville,Georgia,United States,30501,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f5e,"Mariner Holdings, LLC",Party,active,accountspayable@marinerwealth.com,,accountspayable@marinerwealth.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f61,Market-Tiers Inc,Party,active,k.sommer@blueendo.com,,k.sommer@blueendo.com,,,"8097 Flint Street, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f64,Martinrea Riverside LLC,Party,active,Riverside.AP@martinrea.com,,Riverside.AP@martinrea.com,,,"5233 Northwest 41st Street, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f67,Massage Envy,Party,active,jenmeents@gmail.com,,jenmeents@gmail.com,,,"12927 South Widmer Street, Olathe, Kansas, 66062",Olathe,Kansas,United States,66062,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f6a,Matthew David Allen,Party,active,,,,,,"304 Westport Road, Kansas City, Missouri, 64111",Kansas City,Missouri,United States,64111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f6d,Mattress Firm Inc,Party,active,LeaseAdmin@MFRM.com,,LeaseAdmin@MFRM.com,,,"3250 Briarpark Drive, Houston, Texas, 77042",Houston,Texas,United States,77042,0,,,,2026-05-08,2026-05-10,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f70,Mavs LLC,Party,active,bryan@mavskc.com,,bryan@mavskc.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f73,MAWD Pathology Group P.A.,Party,active,bbartz@mawdpathology.com,,bbartz@mawdpathology.com,,,"14425 College Boulevard, Lenexa, Kansas, 66215",Lenexa,Kansas,United States,66215,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f76,MB Properties LLC,Party,active,CCMS.Rents@clearchoice.com,,CCMS.Rents@clearchoice.com,,,"8350 East Crescent Parkway, Greenwood Village, Colorado, 80111",Greenwood Village,Colorado,United States,80111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f79,MC Flooring LLC,Party,active,smonnier@mcflooringkc.com,,smonnier@mcflooringkc.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f7c,McClure Engineering Company,Party,active,jolson@mecresults.com,,jolson@mecresults.com,,,"1360 Northwest 121st Street, Clive, Iowa, 50325",Clive,Iowa,United States,50325,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f7f,MCImetro Access Transmission Services LLC,Party,active,vz.gre.leaseadmindocuments@one.verizon.com,,vz.gre.leaseadmindocuments@one.verizon.com,,,"7701 East Telecom Parkway, Temple Terrace, Florida, 33637",Temple Terrace,Florida,United States,33637,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f82,McQuaid Brothers Remodeling,Party,active,Sandy@mcquaid-brothers.com,,Sandy@mcquaid-brothers.com,,,"7927 Bond Street, Overland Park, Kansas, 66214",Overland Park,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1a62446148bd848f85,McShane & Brady LLC,Party,active,garrett.oriley@ggadvisorskc.com,,garrett.oriley@ggadvisorskc.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848f88,"Mechanical Sales Midwest, Inc",Party,active,apovhdinvoice@mechsales.com,,apovhdinvoice@mechsales.com,,,"7222 South 142 Street, Omaha, Nebraska, 68138",Omaha,Nebraska,United States,68138,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848f8b,"Med Resources, Inc.",Party,active,dwendelin@delmargardens.com,,dwendelin@delmargardens.com,,,"14805 North Outer 40 Road, Chesterfield, Missouri, 63017",Chesterfield,Missouri,United States,63017,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848f8e,Medical Missions Foundation,Party,active,dan@medicalmissionsfoundation.org,,dan@medicalmissionsfoundation.org,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848f91,Medical Technology Associates Inc,Party,active,jimf@mtausa.com,,jimf@mtausa.com,,,"6651 102nd Avenue North, Pinellas Park, Florida, 33782",Pinellas Park,Florida,United States,33782,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848f94,Melcar Enterprises Inc,Party,active,randy.seever@mrhandyman.com,,randy.seever@mrhandyman.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848f97,"Melcher Investment Company, LP",Party,active,harold@hsmelcher.com,,harold@hsmelcher.com,,,"800 West 47th Street, Kansas City, Missouri, 64112",Kansas City,Missouri,United States,64112,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848f9a,Melissa Winston LLC,Party,active,melissa@510counseling.com,,melissa@510counseling.com,,,"1406 Southwest Eagles Parkway, Grain Valley, Missouri, 64029",Grain Valley,Missouri,United States,64029,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848f9d,Men Sui Tial and Naa Aung,Party,active,vanceuling17@gmail.com,,vanceuling17@gmail.com,,,"2611 North 82nd Terrace, Kansas City, Kansas, 66109",Kansas City,Kansas,United States,66109,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848fa0,Merkos Linyonci Chinuch of Kansas,Party,active,rabbimendy@kansasjewish.com,,rabbimendy@kansasjewish.com,,,"5051 West 134th Street, Leawood, Kansas, 66209",Leawood,Kansas,United States,66209,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848fa3,"Metro Spine & Rehab, P.A.",Party,active,amy@metrospine.com,,amy@metrospine.com,,,"10777 Nall Avenue, Overland Park, Kansas, 66211",Overland Park,Kansas,United States,66211,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848fa6,MicroProtein Technologies Inc,Party,active,sandeep@mptbiotechs.com,,sandeep@mptbiotechs.com,,,"10405 West 84th Terrace, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848fa9,Midland Exteriors LLC,Party,active,danielle@midlandexteriors.com,,danielle@midlandexteriors.com,,,"8226 South Port Drive, Manhattan, Kansas, 66502",Manhattan,Kansas,United States,66502,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848fac,"Midland Steel Erection, LLC",Party,active,accounting@midlandsteelerection.com,,accounting@midlandsteelerection.com,,,"Wathena, Kansas, 66090",Wathena,Kansas,United States,66090,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1b62446148bd848faf,Midwest Administrative Services LLC,Party,active,rreusch@mwadminsvcs.com,,rreusch@mwadminsvcs.com,,,"8321 Melrose Drive, Overland Park, Kansas, 66214",Overland Park,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
